left,top,CellID,nlcd1_mean,nlcd2_mean,nlcd3_mean,nlcd4_mean,nlcd5_mean,nhlc1_mean,nhlc2_mean,nhlc3_mean,nhlc4_mean,nhlc5_mean,nhlc6_mean,pWP_mean,bio1_mean,bio7_mean,bio12_mean,el_mean,rugg_mean,rdLen,pop_sum,hms_sum
,,,,,,,,,,,,,,,,,,,,,,
725000,4735000,1148,0.0118,0.05848,0.42228,0.28499,0.22245,0,0.0083,0.10498,0.14973,0.03167,0.01107,22.4857,86.66924,350.66212,1050.75,294.17867,3.09254,33005.27736,572,24
,,,,,,,,,,,,,,,,,,,,,,
725000,4740000,1147,0.02384,0.04884,0.36548,0.37839,0.18344,0.03011,0.03184,0.39208,0.40572,0.07926,0.06099,21.94059,82.48866,350.36007,1197.35714,358.09257,2.49812,43022.64797,457,25
,,,,,,,,,,,,,,,,,,,,,,
725000,4745000,1146,0.0043,0.02456,0.42282,0.36617,0.18215,0.02767,0.0244,0.40299,0.37423,0.09168,0.07903,20.92926,79.55959,350.33702,1291.16667,389.2043,3.09632,25971.42407,675,11
,,,,,,,,,,,,,,,,,,,,,,
725000,4750000,1145,0.0602,0.06512,0.30994,0.30679,0.25795,0.08316,0.04181,0.25187,0.43527,0.10854,0.07935,24.6844,82.28942,351.86922,1260.47222,329.87599,3.02285,53817.36905,1472,9
,,,,,,,,,,,,,,,,,,,,,,
725000,4755000,1144,0.06832,0.12845,0.28057,0.21921,0.30344,0.12644,0.08272,0.25559,0.3776,0.07858,0.07906,27.21351,84.38254,353.16944,1249.44444,287.11066,3.07377,85054.54843,3189,30
,,,,,,,,,,,,,,,,,,,,,,
725000,4760000,1143,0.0132,0.1009,0.38642,0.3041,0.19538,0.04228,0.09261,0.35641,0.37096,0.08873,0.04902,22.32317,81.97256,353.28755,1258.2619,333.2632,3.65906,55434.40387,687,4
,,,,,,,,,,,,,,,,,,,,,,
725000,4765000,1142,0.03966,0.11105,0.27362,0.38485,0.19083,0.05782,0.07945,0.3124,0.3658,0.12329,0.06124,20.79969,79.83651,353.46087,1197.97222,356.84482,3.72418,47234.22306,664,1
,,,,,,,,,,,,,,,,,,,,,,
725000,4770000,1141,0.01373,0.0876,0.30403,0.42701,0.16763,0.03412,0.07858,0.41667,0.30001,0.12677,0.04385,17.26502,75.98366,353.04871,1195.44444,420.99272,3.10227,34605.44624,592,4
,,,,,,,,,,,,,,,,,,,,,,
725000,4775000,1140,0.01492,0.03618,0.31683,0.45172,0.18036,0.03207,0.04234,0.46822,0.28875,0.1277,0.04093,16.97067,75.89345,353.70481,1178.94444,410.82796,3.10749,39346.34027,284,29
,,,,,,,,,,,,,,,,,,,,,,
725000,4780000,1139,0.02814,0.09195,0.3358,0.381,0.16312,0.05424,0.1157,0.51924,0.20713,0.06173,0.04197,18.37144,76.70271,354.63225,1056.55556,397.17385,2.60061,37080.73992,654,59
,,,,,,,,,,,,,,,,,,,,,,
725000,4785000,1138,0.01689,0.07853,0.36125,0.33823,0.2051,0.0538,0.0608,0.38392,0.22641,0.20557,0.0695,18.49715,74.02778,354.58212,1147.11905,430.4178,2.87739,37724.74034,525,105
,,,,,,,,,,,,,,,,,,,,,,
725000,4790000,1137,0.02725,0.10366,0.30184,0.2961,0.27115,0.07711,0.06764,0.17819,0.30762,0.20981,0.15964,20.98817,74.4502,355.4164,1151.61111,411.13355,3.03497,40983.32632,403,60
,,,,,,,,,,,,,,,,,,,,,,
725000,4795000,1136,0.01499,0.10251,0.35688,0.31331,0.21231,0.06925,0.07725,0.23047,0.35302,0.15754,0.11247,21.1453,73.60437,355.82442,1076.75,415.91489,2.60492,39518.49954,641,28
,,,,,,,,,,,,,,,,,,,,,,
725000,4800000,1135,0.02144,0.14188,0.30733,0.35856,0.17078,0.06173,0.11152,0.335,0.34075,0.0851,0.0659,20.57759,73.62355,356.46751,1003.19444,403.26169,2.79087,35213.19758,992,32
,,,,,,,,,,,,,,,,,,,,,,
725000,4805000,1134,0.07532,0.15655,0.16528,0.21377,0.38908,0.15354,0.08308,0.17411,0.27796,0.13177,0.17954,27.96411,77.70267,358.36192,953.02381,317.78061,2.65201,56258.67338,2699,33
,,,,,,,,,,,,,,,,,,,,,,
725000,4810000,1133,0.07641,0.17021,0.11818,0.23583,0.39937,0.14431,0.14008,0.14188,0.3157,0.0891,0.16894,29.85925,79.43777,359.52846,954.22222,286.45742,2.73239,52330.35026,3870,33
,,,,,,,,,,,,,,,,,,,,,,
725000,4815000,1132,0.02076,0.13457,0.14213,0.37725,0.32529,0.07014,0.10365,0.18711,0.34787,0.16641,0.12481,24.48222,76.0795,359.21369,940.41667,330.49383,2.80561,38596.39635,519,23
,,,,,,,,,,,,,,,,,,,,,,
725000,4820000,1131,0.0043,0.04536,0.23411,0.4121,0.30413,0.00841,0.05191,0.29472,0.36681,0.17408,0.10407,20.35777,71.81402,358.64505,928.02778,412.12824,3.08525,16466.41022,565,23
,,,,,,,,,,,,,,,,,,,,,,
725000,4825000,1130,0.01378,0.0834,0.29208,0.3718,0.23894,0.02993,0.11351,0.44903,0.16784,0.22369,0.01601,11.82988,65.00385,357.29234,1110.90476,526.27661,4.16437,22692.89119,507,19
,,,,,,,,,,,,,,,,,,,,,,
725000,4830000,1129,0.0208,0.05023,0.32443,0.49277,0.11176,0.03197,0.04067,0.56998,0.19973,0.13184,0.02581,12.80745,65.99888,358.23438,1250.13889,480.6281,3.99495,20526.17895,604,16
,,,,,,,,,,,,,,,,,,,,,,
725000,4835000,1128,0.04385,0.07799,0.22084,0.52526,0.13206,0.07479,0.05586,0.43198,0.29093,0.10304,0.0434,17.90924,70.01336,360.04755,1205.13889,397.87883,3.97423,41455.09622,1223,18
,,,,,,,,,,,,,,,,,,,,,,
725000,4840000,1127,0.04349,0.19707,0.24992,0.37187,0.13765,0.09919,0.18153,0.34389,0.25247,0.06805,0.05486,22.57965,74.33459,361.96378,1107.25,335.95188,4.14441,49123.63044,2154,45
,,,,,,,,,,,,,,,,,,,,,,
725000,4845000,1126,0.02492,0.10553,0.28717,0.36287,0.21951,0.06434,0.09862,0.42985,0.23079,0.07771,0.09869,17.77794,68.87795,361.01072,1247.7381,403.23915,3.99464,31120.23442,886,18
,,,,,,,,,,,,,,,,,,,,,,
725000,4850000,1125,0.02103,0.10833,0.19512,0.4346,0.24093,0.08465,0.1015,0.38649,0.25173,0.04398,0.13164,20.38038,71.02063,362.37525,1228.77778,353.73094,3.39705,41899.0041,1381,14
,,,,,,,,,,,,,,,,,,,,,,
725000,4855000,1124,0.03331,0.21625,0.12844,0.28212,0.33988,0.07197,0.13421,0.17103,0.21854,0.09621,0.18548,28.72632,77.59153,364.91347,1056.55556,219.20939,3.35808,49547.4524,1588,30
,,,,,,,,,,,,,,,,,,,,,,
725000,4860000,1123,0.03894,0.3638,0.08928,0.20409,0.30388,0.05788,0.21749,0.0534,0.13226,0.09414,0.19066,30.34586,80.23042,366.28339,868.75,166.29858,3.04107,50882.06102,1230,30
,,,,,,,,,,,,,,,,,,,,,,
725000,4865000,1122,0.06641,0.3207,0.18326,0.20115,0.22848,0.04369,0.20875,0.02857,0.09258,0.05846,0.07383,28.18574,78.35533,366.40931,859.30952,196.92842,3.54306,47831.23588,1140,49
,,,,,,,,,,,,,,,,,,,,,,
910000,4855000,2780,0.03995,0.64138,0.02199,0.11221,0.18447,,,,,,,22.31668,82.58254,291.96943,1287,0.57163,0.18986,3317.44273,83,184
,,,,,,,,,,,,,,,,,,,,,,
910000,4860000,2779,0.03048,0.44073,0.0135,0.14828,0.36701,,,,,,,26.80975,81.95619,295.00776,1328.1,5.54374,0.81885,22996.72293,623,332
,,,,,,,,,,,,,,,,,,,,,,
730000,4580000,1238,0.25413,0.28873,0.33219,0.10236,0.02259,,,,,,,11.3127,111.90454,284.09662,1120.78788,12.32545,1.28889,121653.5639,11296,944
,,,,,,,,,,,,,,,,,,,,,,
730000,4585000,1237,0.16759,0.23088,0.52401,0.06734,0.01018,,,,,,,8.53118,110.45675,286.51021,1136.42857,36.49079,2.28217,116053.4041,7456,39
,,,,,,,,,,,,,,,,,,,,,,
730000,4590000,1236,0.03618,0.14847,0.68476,0.11038,0.0202,,,,,,,10.23109,108.73453,289.38659,1170.92857,62.57336,2.56974,68264.25871,2951,6
,,,,,,,,,,,,,,,,,,,,,,
730000,4595000,1235,0.06114,0.153,0.71544,0.06881,0.00161,,,,,,,7.48664,106.41871,292.48168,1213.06122,104.18447,2.33426,56721.07169,4101,11
,,,,,,,,,,,,,,,,,,,,,,
730000,4600000,1234,0.05084,0.22267,0.59959,0.11815,0.00875,,,,,,,11.20797,104.43186,295.64905,1254.5,136.80308,1.60228,71301.14887,4397,330
,,,,,,,,,,,,,,,,,,,,,,
730000,4605000,1233,0.02474,0.16189,0.67995,0.12743,0.00599,,,,,,,8.77851,105.34938,299.31045,1156.69048,118.5258,1.72177,46520.87374,1918,101
,,,,,,,,,,,,,,,,,,,,,,
730000,4610000,1232,0.04568,0.18391,0.63287,0.13045,0.0071,,,,,,,8.78748,105.56213,302.79005,1144.92857,110.15435,2.00076,56610.42466,1810,54
,,,,,,,,,,,,,,,,,,,,,,
730000,4615000,1231,0.04715,0.44434,0.39929,0.10374,0.00548,,,,,,,12.84091,105.19466,306.31134,1134.81633,111.33256,1.45867,48108.21684,2470,1
,,,,,,,,,,,,,,,,,,,,,,
730000,4620000,1230,0.02976,0.22019,0.62699,0.11496,0.0081,,,,,,,9.63631,104.55748,309.68925,1155.42857,125.50955,2.38616,47691.67454,3132,26
,,,,,,,,,,,,,,,,,,,,,,
730000,4625000,1229,0.33913,0.30191,0.21747,0.10796,0.03353,,,,,,,25.43392,106.70879,313.57024,1096.33333,81.55025,1.61839,155541.7007,21717,63
,,,,,,,,,,,,,,,,,,,,,,
730000,4630000,1228,0.06318,0.26154,0.43397,0.1971,0.04421,,,,,,,17.61813,105.20306,316.39596,1084.90476,103.78924,1.99935,55214.62795,4339,10
,,,,,,,,,,,,,,,,,,,,,,
730000,4635000,1227,0.02464,0.11965,0.58055,0.25583,0.01933,,,,,,,10.94858,102.95034,319.24758,1129.20408,136.83084,2.5163,58319.94944,2593,9
,,,,,,,,,,,,,,,,,,,,,,
730000,4640000,1226,0.02241,0.18054,0.58962,0.20614,0.00129,,,,,,,10.0749,101.20964,322.10697,1129.61905,168.0508,2.05994,46397.67152,2066,6
,,,,,,,,,,,,,,,,,,,,,,
730000,4645000,1225,0.01169,0.15433,0.64993,0.17469,0.00936,,,,,,,11.5505,98.71536,324.34957,1171.66667,206.15195,2.34315,48866.54878,1644,8
,,,,,,,,,,,,,,,,,,,,,,
730000,4650000,1224,0.02363,0.14759,0.66471,0.14776,0.01631,,,,,,,15.42354,95.34257,326.14986,1228.04762,271.71561,2.59891,62576.87572,1255,44
,,,,,,,,,,,,,,,,,,,,,,
730000,4655000,1223,0.02187,0.08917,0.57413,0.24139,0.07343,,,,,,,21.45222,92.80283,328.13735,1277.42857,305.84202,2.72575,49627.84247,374,2
,,,,,,,,,,,,,,,,,,,,,,
915000,4615000,2800,0,1,0,0,0,,,,,,,17.61487,100.79524,218.53377,1111.14286,0.33344,0.24875,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
730000,4660000,1222,0.00473,0.104,0.60378,0.24526,0.04224,,,,,,,17.49202,93.09961,330.85097,1175.63265,293.01218,2.89781,47940.45887,1408,100
,,,,,,,,,,,,,,,,,,,,,,
915000,4620000,2799,0,1,0,0,0,,,,,,,18.03783,100.32789,218.84935,1110.57143,0.1549,0.09887,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
730000,4665000,1221,0.02019,0.13163,0.46391,0.31772,0.06655,,,,,,,23.18405,94.95663,333.7583,1118.83333,251.41614,2.79,53127.02442,2026,102
,,,,,,,,,,,,,,,,,,,,,,
915000,4625000,2798,0.02605,0.94436,0.01908,0.00926,0.00126,,,,,,,17.20929,99.65265,219.28176,1097.11111,0.29876,0.1798,8238.90897,126,239
,,,,,,,,,,,,,,,,,,,,,,
730000,4670000,1220,0.03708,0.15232,0.40991,0.35129,0.04941,,,,,,,23.65097,95.76315,336.06325,1145.88095,234.98394,2.30598,47148.87052,1916,58
,,,,,,,,,,,,,,,,,,,,,,
915000,4630000,2797,0.42303,0.37499,0.04982,0.04093,0.11123,,,,,,,11.58858,98.6736,219.86731,1108,9.62606,2.05554,176969.4284,6071,2521
,,,,,,,,,,,,,,,,,,,,,,
730000,4675000,1219,0.03051,0.15343,0.65642,0.1487,0.01094,,,,,,,14.15368,93.31945,337.35008,1286.45238,275.37107,2.5271,51036.24676,2133,6
,,,,,,,,,,,,,,,,,,,,,,
915000,4635000,2796,0.11121,0.63329,0.09837,0.03329,0.12384,,,,,,,14.5964,98.23346,220.49448,1069.13514,8.13927,1.54577,75824.82336,3141,639
,,,,,,,,,,,,,,,,,,,,,,
730000,4680000,1218,0.05242,0.17839,0.45574,0.25756,0.0559,,,,,,,21.00141,94.67503,339.61402,1220.12245,232.60934,2.62781,54080.40023,3771,34
,,,,,,,,,,,,,,,,,,,,,,
915000,4640000,2795,0.27254,0.38987,0.1089,0.06766,0.16103,,,,,,,11.38686,97.64352,220.96976,1105.11111,10.57345,1.85262,163654.2712,6354,1495
,,,,,,,,,,,,,,,,,,,,,,
730000,4685000,1217,0.02334,0.24464,0.5614,0.1326,0.03802,,,,,,,20.22263,94.16689,341.22446,1187.30952,244.57077,2.44906,61465.85059,2032,84
,,,,,,,,,,,,,,,,,,,,,,
915000,4645000,2794,0.25221,0.54773,0.03809,0.0537,0.10827,,,,,,,10.5376,97.4336,221.5681,1107.27778,5.42561,1.2073,116594.6519,4108,1848
,,,,,,,,,,,,,,,,,,,,,,
730000,4690000,1216,0.02241,0.15504,0.46291,0.22263,0.13701,,,,,,,27.38001,94.45488,342.84124,1195.2381,228.5677,3.00268,49697.13635,1705,6
,,,,,,,,,,,,,,,,,,,,,,
915000,4650000,2793,0.25478,0.197,0.1089,0.04138,0.39793,,,,,,,9.98426,96.43867,222.03052,1144.31034,10.52684,0.98396,106673.5446,3013,1797
,,,,,,,,,,,,,,,,,,,,,,
730000,4695000,1215,0.02288,0.26627,0.46771,0.18624,0.0569,,,,,,,21.5822,93.51627,343.98608,1147.33333,255.79373,2.42758,51214.02591,1090,6
,,,,,,,,,,,,,,,,,,,,,,
915000,4655000,2792,0.18638,0.24006,0.03587,0.06713,0.47056,,,,,,,15.58593,96.16905,222.7771,1114.70588,5.40653,0.97223,44391.37503,535,508
,,,,,,,,,,,,,,,,,,,,,,
730000,4700000,1214,0.00764,0.16594,0.45459,0.30575,0.06608,,,,,,,21.39948,90.07318,344.45961,1289.65306,298.60026,2.15435,38936.05521,815,9
,,,,,,,,,,,,,,,,,,,,,,
915000,4660000,2791,0.06539,0.2097,0.13021,0.07328,0.52142,,,,,,,18.65689,95.82024,223.35867,1073,1.32093,0.2308,4616.40338,51,203
,,,,,,,,,,,,,,,,,,,,,,
730000,4705000,1213,0.01341,0.10169,0.25931,0.36753,0.25806,,,,,,,33.02098,90.22052,345.80026,1312.33333,274.63482,2.70193,41513.85885,706,8
,,,,,,,,,,,,,,,,,,,,,,
730000,4710000,1212,0.01699,0.14512,0.29652,0.36339,0.17798,,,,,,,28.33526,88.67625,346.45085,1271.2381,296.30683,2.42466,44575.0575,754,10
,,,,,,,,,,,,,,,,,,,,,,
730000,4715000,1211,0.00846,0.09208,0.36046,0.3984,0.14059,,,,,,,25.03385,86.61179,346.92041,1282.11905,331.39421,2.1606,37466.8524,851,10
,,,,,,,,,,,,,,,,,,,,,,
730000,4720000,1210,0.02589,0.11661,0.4116,0.33597,0.10994,,,,,,,24.04518,85.58892,347.68536,1283.16327,342.45949,2.63056,39111.50649,1355,5
,,,,,,,,,,,,,,,,,,,,,,
730000,4725000,1209,0.01176,0.07118,0.24006,0.33142,0.34558,,,,,,,31.08505,88.40187,349.4281,1197.35714,284.49561,3.33211,39219.83666,1535,8
,,,,,,,,,,,,,,,,,,,,,,
730000,4730000,1208,0.01089,0.09992,0.1528,0.38262,0.35376,0,0,0,0,0,0,32.53297,87.12358,349.96111,1160.21429,295.80227,2.22928,37622.29918,707,33
,,,,,,,,,,,,,,,,,,,,,,
730000,4735000,1207,0.00276,0.09129,0.19398,0.35892,0.35304,0.00584,0.03676,0.02305,0.10866,0.0678,0.06414,30.41079,85.79779,350.43021,1054.35714,312.14485,2.00655,35150.34713,632,52
,,,,,,,,,,,,,,,,,,,,,,
730000,4740000,1206,0.01398,0.12765,0.19015,0.4079,0.26032,0.08044,0.11963,0.20738,0.34897,0.12701,0.11657,30.52286,83.46186,350.62626,1051.44898,339.60881,1.99236,63431.57661,1214,147
,,,,,,,,,,,,,,,,,,,,,,
730000,4745000,1205,0.0308,0.12561,0.22654,0.43774,0.17932,0.11647,0.10406,0.28612,0.36442,0.06821,0.06071,25.71828,81.24677,350.82171,1114.14286,372.23985,2.09513,60032.01731,1482,60
,,,,,,,,,,,,,,,,,,,,,,
730000,4750000,1204,0.028,0.06931,0.25261,0.4363,0.21378,0.07059,0.05785,0.33394,0.37272,0.08221,0.08269,22.6646,79.61117,351.12795,1259.80952,380.17825,2.74481,46862.27829,1886,28
,,,,,,,,,,,,,,,,,,,,,,
730000,4755000,1203,0.00602,0.07218,0.32263,0.44503,0.15414,0.01586,0.06435,0.42552,0.3439,0.10553,0.04485,19.53734,78.51406,351.59435,1300.35714,393.20306,2.67718,34114.42142,578,82
,,,,,,,,,,,,,,,,,,,,,,
730000,4760000,1202,0.00871,0.19621,0.26982,0.37269,0.15257,0.04047,0.18121,0.34556,0.31217,0.0693,0.05129,21.26559,78.4777,352.35379,1187.87755,395.35563,2.81478,54229.48386,876,118
,,,,,,,,,,,,,,,,,,,,,,
730000,4765000,1201,0.01162,0.13059,0.33296,0.42174,0.10309,0.02674,0.112,0.50196,0.25437,0.08131,0.02363,16.37255,74.99031,352.16481,1273.04762,440.56597,3.21913,52102.91462,652,125
,,,,,,,,,,,,,,,,,,,,,,
730000,4770000,1200,0.04647,0.117,0.26699,0.41436,0.15519,0.07086,0.10064,0.44831,0.21255,0.1406,0.02704,16.50048,74.82937,352.82189,1207.09524,440.0949,3.25647,47136.27687,719,126
,,,,,,,,,,,,,,,,,,,,,,
730000,4775000,1199,0.00369,0.06978,0.38449,0.42515,0.11689,0.00756,0.07731,0.54336,0.24035,0.11944,0.01197,12.44412,73.07506,353.00052,1164.97619,467.73658,3.24296,25659.79475,306,44
,,,,,,,,,,,,,,,,,,,,,,
730000,4780000,1198,0.00819,0.02673,0.37627,0.44402,0.14479,0.0087,0.03676,0.53717,0.20824,0.20426,0.00488,9.261,69.49507,352.66666,1279.2619,527.20526,3.49222,32320.94114,169,79
,,,,,,,,,,,,,,,,,,,,,,
730000,4785000,1197,0.01065,0.17803,0.26656,0.32615,0.21862,0.02343,0.1581,0.32347,0.17543,0.30907,0.0105,14.15555,71.20812,353.91045,1215.18367,481.01084,2.59392,41163.19698,324,278
,,,,,,,,,,,,,,,,,,,,,,
730000,4790000,1196,0.03388,0.08416,0.4245,0.2805,0.17695,0.03862,0.07558,0.27709,0.22816,0.38,0.00054,13.98027,69.11327,354.00754,1241.97619,510.6461,2.9088,27791.92062,382,199
,,,,,,,,,,,,,,,,,,,,,,
730000,4795000,1195,0.01086,0.0871,0.5272,0.21482,0.16003,0.04224,0.05547,0.40521,0.21398,0.21787,0.06523,14.79971,68.5089,354.52077,1258.33333,504.51578,4.16079,21716.95747,263,34
,,,,,,,,,,,,,,,,,,,,,,
730000,4800000,1194,0.02653,0.16996,0.24479,0.2762,0.28251,0.11392,0.1143,0.19235,0.27483,0.11382,0.19078,25.80946,73.73645,356.66717,1153.28571,384.27459,2.8393,34861.50359,966,103
,,,,,,,,,,,,,,,,,,,,,,
730000,4805000,1193,0.01998,0.12366,0.12254,0.35199,0.38183,0.0669,0.10275,0.14437,0.36458,0.1248,0.19659,26.33565,75.65554,357.9173,1147.53061,356.60703,2.52851,39721.8495,1533,90
,,,,,,,,,,,,,,,,,,,,,,
730000,4810000,1192,0.06307,0.18685,0.10893,0.28065,0.3605,0.15161,0.14837,0.13787,0.25835,0.11364,0.19016,29.16616,77.10816,359.03593,1104.66667,321.45657,2.62721,54464.75365,2614,94
,,,,,,,,,,,,,,,,,,,,,,
730000,4815000,1191,0.01294,0.13988,0.13959,0.42088,0.28671,0.03323,0.12749,0.23141,0.33238,0.16113,0.11437,21.9602,73.73112,358.70042,1142.2381,369.20712,3.40922,35292.43856,845,172
,,,,,,,,,,,,,,,,,,,,,,
730000,4820000,1190,0.07268,0.14228,0.11133,0.46359,0.21012,0.12209,0.13572,0.20521,0.28916,0.14207,0.10575,23.75553,74.11366,359.478,1038.40476,351.7519,3.29246,55476.64506,1171,156
,,,,,,,,,,,,,,,,,,,,,,
730000,4825000,1189,0.08823,0.20644,0.1598,0.38684,0.15868,0.12991,0.13097,0.24384,0.2657,0.16419,0.06539,22.73947,73.63469,360.02012,897.28571,356.80702,2.75161,108833.7714,2165,557
,,,,,,,,,,,,,,,,,,,,,,
730000,4830000,1188,0.03618,0.06124,0.30209,0.44828,0.15221,0.06674,0.07664,0.43043,0.22605,0.15095,0.04919,14.9541,69.38039,359.44901,1003.07143,420.08793,3.73601,31588.99712,1323,79
,,,,,,,,,,,,,,,,,,,,,,
730000,4835000,1187,0.03661,0.23285,0.16515,0.37574,0.18964,0.0949,0.21408,0.30591,0.22299,0.07807,0.08404,23.77626,74.8843,361.73159,969.7381,304.16378,2.93105,50592.67724,2017,206
,,,,,,,,,,,,,,,,,,,,,,
730000,4840000,1186,0.07688,0.13378,0.06784,0.41712,0.30439,0.17102,0.18232,0.09445,0.22893,0.13262,0.19065,29.96984,76.61173,362.85714,937.7381,272.77426,1.85661,48806.53161,2754,77
,,,,,,,,,,,,,,,,,,,,,,
730000,4845000,1185,0.03012,0.12926,0.23457,0.39055,0.2155,0.07075,0.14593,0.27713,0.31048,0.12012,0.0756,21.76834,73.38523,362.60513,934.95918,313.18486,2.2821,31617.18711,598,143
,,,,,,,,,,,,,,,,,,,,,,
730000,4850000,1184,0.0084,0.02128,0.3385,0.46169,0.17012,0.01586,0.05299,0.43589,0.31824,0.10584,0.07118,15.60597,70.61242,362.462,1043.09524,354.22334,3.87735,15492.51084,305,88
,,,,,,,,,,,,,,,,,,,,,,
730000,4855000,1183,0.01025,0.06759,0.28072,0.396,0.24544,0.02496,0.07217,0.45571,0.2356,0.08401,0.12755,19.621,69.17358,362.65359,1209.11905,374.30918,4.5326,36139.393,556,20
,,,,,,,,,,,,,,,,,,,,,,
730000,4860000,1182,0.01449,0.06336,0.24386,0.42038,0.25792,0.02661,0.07768,0.33404,0.31256,0.15103,0.09807,20.77998,69.44019,363.38211,1240.42857,354.18861,4.20081,23897.90657,501,22
,,,,,,,,,,,,,,,,,,,,,,
730000,4865000,1181,0.02352,0.0886,0.27886,0.42393,0.18509,0.04944,0.0827,0.38032,0.26946,0.11363,0.10444,22.52938,72.50214,364.94725,1129.61224,294.42995,3.88533,39083.41806,821,29
,,,,,,,,,,,,,,,,,,,,,,
915000,4855000,2790,0.03363,0.42393,0.01213,0.1439,0.38641,,,,,,,20.40715,82.08952,290.83937,1284,1.74979,0.43612,12916.90093,123,236
,,,,,,,,,,,,,,,,,,,,,,
915000,4860000,2789,0.01917,0.36193,0.03516,0.2444,0.33934,,,,,,,27.964,81.5933,291.91931,1256.59375,13.45033,2.13181,46754.96621,620,436
,,,,,,,,,,,,,,,,,,,,,,
735000,4580000,1296,0.24721,0.41317,0.29112,0.04006,0.00842,,,,,,,15.47377,111.62316,281.38976,1166.27273,6.83036,0.5535,63353.98129,6960,201
,,,,,,,,,,,,,,,,,,,,,,
735000,4585000,1295,0.21865,0.27176,0.3927,0.1066,0.01029,,,,,,,9.27341,110.38261,283.99613,1159.27778,25.67774,1.62855,119525.5196,9968,95
,,,,,,,,,,,,,,,,,,,,,,
735000,4590000,1294,0.10234,0.16994,0.59022,0.12546,0.01205,,,,,,,10.20757,108.61687,286.83538,1156.13889,60.43371,2.20558,80891.5652,3944,11
,,,,,,,,,,,,,,,,,,,,,,
735000,4595000,1293,0.09215,0.11352,0.71161,0.08175,0.00097,,,,,,,8.42067,106.78186,290.13704,1142.14286,96.98253,2.09604,66354.15177,4539,18
,,,,,,,,,,,,,,,,,,,,,,
735000,4600000,1292,0.06404,0.13715,0.71379,0.07842,0.0066,,,,,,,7.13202,106.18386,293.7782,1104.16667,95.49161,2.45557,56687.76342,4078,16
,,,,,,,,,,,,,,,,,,,,,,
735000,4605000,1291,0.05672,0.15418,0.64348,0.13435,0.01126,,,,,,,9.83076,106.16448,297.2818,1159.83333,93.65963,2.43412,47765.9645,3081,10
,,,,,,,,,,,,,,,,,,,,,,
735000,4610000,1290,0.08132,0.29639,0.5092,0.09968,0.01341,,,,,,,13.05228,106.65509,300.91334,1141.55556,84.58248,2.44946,63524.79789,2647,4
,,,,,,,,,,,,,,,,,,,,,,
735000,4615000,1289,0.04459,0.30359,0.4719,0.16781,0.01212,,,,,,,12.8432,105.89745,304.5009,1168.40476,90.75963,2.15398,44403.93391,1914,2
,,,,,,,,,,,,,,,,,,,,,,
735000,4620000,1288,0.04242,0.29639,0.43569,0.19223,0.03327,,,,,,,18.97727,106.5209,308.44779,1158.97222,79.10259,2.13247,53852.6332,2107,4
,,,,,,,,,,,,,,,,,,,,,,
735000,4625000,1287,0.05041,0.19549,0.48661,0.23594,0.03155,,,,,,,16.48727,104.65304,311.31787,1289.25,105.30916,1.56246,45360.95718,3874,7
,,,,,,,,,,,,,,,,,,,,,,
735000,4630000,1286,0.05959,0.15361,0.40894,0.34021,0.03765,,,,,,,17.17512,104.07295,314.54446,1291.83333,109.69612,1.85805,58500.71947,3344,3
,,,,,,,,,,,,,,,,,,,,,,
735000,4635000,1285,0.02828,0.12138,0.59339,0.2463,0.01064,,,,,,,9.5547,102.57868,317.6636,1224.7619,139.89922,2.12587,40464.32026,1850,7
,,,,,,,,,,,,,,,,,,,,,,
735000,4640000,1284,0.02431,0.14181,0.52899,0.29094,0.01395,,,,,,,12.65506,99.68102,320.36765,1307.08333,177.31134,1.96069,41951.74585,2111,8
,,,,,,,,,,,,,,,,,,,,,,
735000,4645000,1283,0.00803,0.10592,0.4728,0.35017,0.06307,,,,,,,22.85743,99.37877,323.33341,1177.94444,183.8384,2.22396,51397.67282,1634,29
,,,,,,,,,,,,,,,,,,,,,,
735000,4650000,1282,0.00961,0.06332,0.45265,0.32565,0.14877,,,,,,,32.97849,97.60813,325.71114,1097.63889,221.81205,2.66239,40278.22325,403,20
,,,,,,,,,,,,,,,,,,,,,,
735000,4655000,1281,0.00868,0.08928,0.39453,0.2496,0.25792,,,,,,,34.7992,95.4078,327.77778,1128.36111,254.00217,2.96357,47581.76236,381,9
,,,,,,,,,,,,,,,,,,,,,,
735000,4660000,1280,0.03218,0.22552,0.28642,0.33425,0.12164,,,,,,,35.03041,96.02818,330.72192,1104.69048,235.58499,2.52222,70770.21459,1954,372
,,,,,,,,,,,,,,,,,,,,,,
735000,4665000,1279,0.02191,0.15859,0.38872,0.32332,0.10746,,,,,,,29.76195,94.99444,332.97219,1199.61111,246.34908,2.96882,57047.11416,1786,217
,,,,,,,,,,,,,,,,,,,,,,
920000,4625000,2806,0.00283,0.99717,0,0,0,,,,,,,19.50079,99.56429,218.84849,1095,0.0848,0.0598,186.21193,48,75
,,,,,,,,,,,,,,,,,,,,,,
735000,4670000,1278,0.05748,0.22686,0.31787,0.29635,0.10144,,,,,,,33.61401,96.76997,335.63571,1078.22222,220.21413,2.32673,78646.51342,3485,188
,,,,,,,,,,,,,,,,,,,,,,
