"ObjectID","ScientificName","infestedAreaInAcres","grossAreaInAcres","invasivecover","count","AbundanceText","PercentPlotCovered","density","ReporterFULLName","ReporterOrg","Latitude_Decimal","Longitude_Decimal","validInfestedArea","Longitude_sign_change","USDAcode","USDAcodeUNMERGED","countN","countC","countQUANT","coverN","coverC","coverP","cover","dPERC","dPLANTS","dTLMH","Dcount","countFromDensity","Dcover","coverFromDensity","countORD","unreasonably_large_area","coverORD","textORD","areaORD","ord"
1811164,"Alliaria petiolata",1.8532875,6.177625,"25-50%    ","100-999 ",NA,"NULL",NA,"David Dick","West Virginia Department of Agriculture",37.43265,-81.11552,1,0,"ALPE4","ALPE4",NA,"100-999 ","101-1000 plants",NA,"25-50%    ",NA,"high",NA,NA,NA,NA,0,NA,0,3,0,3,NA,3,3
1811166,"Alliaria petiolata",1.7050245,11.36683,"25-50%    ","100-999 ",NA,"NULL",NA,"David Dick","West Virginia Department of Agriculture",37.27926,-81.19461,1,0,"ALPE4","ALPE4",NA,"100-999 ","101-1000 plants",NA,"25-50%    ",NA,"high",NA,NA,NA,NA,0,NA,0,3,0,3,NA,3,3
1811177,"Alliaria petiolata",4.44789,8.89578,"50-75%    ","100-999 ",NA,"NULL",NA,"David Dick","West Virginia Department of Agriculture",39.97213,-80.53677,1,0,"ALPE4","ALPE4",NA,"100-999 ","101-1000 plants",NA,"50-75%    ",NA,"majority",NA,NA,NA,NA,0,NA,0,3,0,3,NA,3,3
1811188,"Alliaria petiolata",1.2602355,12.602355,"50-75%    ","100-999 ",NA,"NULL",NA,"David Dick","West Virginia Department of Agriculture",37.74502,-80.46528,1,0,"ALPE4","ALPE4",NA,"100-999 ","101-1000 plants",NA,"50-75%    ",NA,"majority",NA,NA,NA,NA,0,NA,0,3,0,3,NA,3,3
1811262,"Alliaria petiolata",6.128204,6.7953875,"75-95%    ",">1000 ",NA,"NULL",NA,"David Dick","West Virginia Department of Agriculture",40.08242,-80.53638,1,0,"ALPE4","ALPE4",NA,">1000 ",">1000 plants",NA,"75-95%    ",NA,"majority",NA,NA,NA,NA,0,NA,0,3,0,3,NA,3,3
1811275,"Alliaria petiolata",0.055598625,0.49421,"2.5 - 20% ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.38869,-81.58416,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,2,0,2,1,2,2
1811301,"Alliaria petiolata",0.018532875,1.48263,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.22573,-81.24798,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811309,"Alliaria petiolata",0.03212365,0.049421,"50 - 80%  ","100 - 999","Dense Monoculture             ","NULL",NA,"David Dick","West Virginia Department of Agriculture",37.65726,-80.89557,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"50 - 80%  ",NA,"majority",NA,NA,NA,NA,0,NA,0,3,0,3,3,2,3
1811311,"Alliaria petiolata",0.00030888125,0.0247105,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",37.87137,-80.5124,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,1,1
1811322,"Alliaria petiolata",0.00216216875,0.1729735,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.18811,-80.13038,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,1,1
1811327,"Alliaria petiolata",0.1927419,0.296526,"50 - 80%  ",">1000","Dense Monoculture             ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.53815,-79.77849,1,0,"ALPE4","ALPE4",NA,">1000",">1000 plants",NA,"50 - 80%  ",NA,"majority",NA,NA,NA,NA,0,NA,0,3,0,3,3,2,3
1811353,"Alliaria petiolata",0.0691894,0.197684,"20 - 50%  ","100 - 999","Dense Monoculture             ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.67992,-79.9581,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"20 - 50%  ",NA,"high",NA,NA,NA,NA,0,NA,0,3,0,3,3,2,3
1811367,"Alliaria petiolata",0.00772203125,0.6177625,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.37223,-79.97011,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811373,"Alliaria petiolata",0.81451985625,7.2401765,"2.5 - 20% ","100 - 999","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.49741,-80.10334,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,1,3,2.5
1811375,"Berberis thunbergii",0.09050220625,7.2401765,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.49741,-80.10334,1,0,"BETH","BETH",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811381,"Alliaria petiolata",0.2668734,2.372208,"2.5 - 20% ","100 - 999","Dense Monoculture             ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.53452,-80.07402,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,3,3,3
1811385,"Alliaria petiolata",0.00525098125,0.4200785,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.18348,-80.0263,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811395,"Alliaria petiolata",0.01451741875,1.1613935,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.13221,-80.0745,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811398,"Alliaria petiolata",0.03181476875,2.5451815,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.33963,-79.93833,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811401,"Alliaria petiolata",0.08061800625,0.7166045,"2.5 - 20% ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.11734,-79.71647,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,2,0,2,1,2,2
1811406,"Berberis thunbergii",0.033359175,0.296526,"2.5 - 20% ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.0712,-79.24834,1,0,"BETH","BETH",NA,"<20","<20 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,1,0,2,1,2,1.5
1811410,"Alliaria petiolata",0.2279543625,2.026261,"2.5 - 20% ","100 - 999","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.19288,-79.03805,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,1,2,2
1811417,"Alliaria petiolata",0.24463395,2.174524,"2.5 - 20% ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.46967,-79.66198,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,2,0,2,1,2,2
1811421,"Alliaria petiolata",0.00648650625,0.5189205,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.39503,-80.30635,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811425,"Alliaria petiolata",0.0364479875,2.915839,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.46426,-80.33946,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811429,"Berberis thunbergii",0.040772325,3.261786,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.46564,-79.68056,1,0,"BETH","BETH",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811430,"Alliaria petiolata",0.077838075,0.2223945,"20 - 50%  ","100 - 999","Dense Monoculture             ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.57684,-79.60351,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"20 - 50%  ",NA,"high",NA,NA,NA,NA,0,NA,0,3,0,3,3,2,3
1811432,"Alliaria petiolata",0.28911285,0.444789,"50 - 80%  ","100 - 999","Dense Monoculture             ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.69394,-79.62182,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"50 - 80%  ",NA,"majority",NA,NA,NA,NA,0,NA,0,3,0,3,3,3,3
1811443,"Alliaria petiolata",0.0500387625,0.444789,"2.5 - 20% ","100 - 999","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.11442,-80.46138,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,1,2,2
1811446,"Alliaria petiolata",0.021003925,1.680314,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.03695,-80.47024,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811491,"Alliaria petiolata",0.08061800625,6.4494405,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.35587,-79.13077,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811494,"Alliaria petiolata",0.189035325,1.680314,"2.5 - 20% ","100 - 999","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.43801,-78.99937,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,1,2,2
1811508,"Alliaria petiolata",0.0049421,0.395368,"<2.5%     ","Single Plant","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.19951,-80.40378,1,0,"ALPE4","ALPE4",NA,"Single Plant","1 plant",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811523,"Alliaria petiolata",0.02378385625,1.9027085,"<2.5%     ","Single Plant","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.43092,-80.27851,1,0,"ALPE4","ALPE4",NA,"Single Plant","1 plant",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811527,"Alliaria petiolata",0.0593052,4.744416,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.97114,-79.28254,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811533,"Alliaria petiolata",0.0067953875,0.543631,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.13756,-78.7716,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811549,"Alliaria petiolata",0.09173773125,0.8154465,"2.5 - 20% ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.91319,-78.91402,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,2,0,2,1,2,2
1811552,"Alliaria petiolata",0.0945176625,0.840157,"2.5 - 20% ","100 - 999","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.43422,-77.80165,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,1,2,2
1811568,"Alliaria petiolata",0.0833979375,0.741315,"2.5 - 20% ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.18359,-77.87534,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,2,0,2,1,2,2
1811592,"Alliaria petiolata",0.0129730125,1.037841,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.59519,-77.87891,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811616,"Alliaria petiolata",0.2125103,17.000824,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.68988,-78.15867,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811619,"Berberis thunbergii",0.2125103,17.000824,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.68988,-78.15867,1,0,"BETH","BETH",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811627,"Alliaria petiolata",0.0339769375,2.718155,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.59589,-78.24101,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811646,"Alliaria petiolata",0.001235525,0.098842,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",37.34304,-81.24987,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,1,1
1811683,"Alliaria petiolata",0.011119725,0.098842,"2.5 - 20% ","100 - 999","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.68994,-79.14677,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,1,2,2
1811721,"Alliaria petiolata",0.07505814375,0.6671835,"2.5 - 20% ","100 - 999","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.38455,-81.47499,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,1,2,2
1811851,"Alliaria petiolata",0.0049421,0.395368,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.50877,-78.52251,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811857,"Alliaria petiolata",0.00772203125,0.6177625,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.18926,-79.58553,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811862,"Alliaria petiolata",0.122316975,1.087262,"2.5 - 20% ","100 - 999","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.16603,-79.70459,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,1,2,2
1811870,"Alliaria petiolata",0.03428581875,2.7428655,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.16179,-79.63971,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811886,"Alliaria petiolata",0.07814695625,6.2517565,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",40.28105,-80.61206,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811894,"Alliaria petiolata",0.02131280625,1.7050245,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",40.41375,-80.52718,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811905,"Alliaria petiolata",0.01266413125,1.0131305,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",40.54284,-80.52244,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1811910,"Alliaria petiolata",0.0290348375,2.322787,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",40.58114,-80.63143,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811955,"Alliaria petiolata",0.0142085375,1.136683,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",40.15987,-80.53043,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1811968,"Alliaria petiolata",0.01266413125,1.0131305,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",40.08043,-80.53543,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1812220,"Alliaria petiolata",0.01513518125,1.2108145,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.49629,-80.15805,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1812252,"Alliaria petiolata",0.00895755625,0.7166045,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.39648,-78.98099,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1812262,"Alliaria petiolata",0.05467198125,4.3737585,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.57304,-78.33382,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1812263,"Berberis thunbergii",0.147027475,0.4200785,"20 - 50%  ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.54129,-78.32941,1,0,"BETH","BETH",NA,"20 - 99","11-100 plants",NA,"20 - 50%  ",NA,"high",NA,NA,NA,NA,0,NA,0,2,0,3,1,2,2
1812300,"Alliaria petiolata",0.00339769375,0.2718155,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.33525,-77.75796,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,1,1
1812477,"Alliaria petiolata",0.1612360125,1.433209,"2.5 - 20% ","100 - 999","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",37.92298,-82.44986,1,0,"ALPE4","ALPE4",NA,"100 - 999","101-1000 plants",NA,"2.5 - 20% ",NA,"medium",NA,NA,NA,NA,0,NA,0,3,0,2,1,2,2
1812514,"Alliaria petiolata",0.03984568125,3.1876545,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",40.43588,-80.57497,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1812530,"Alliaria petiolata",0.01945951875,1.5567615,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",40.21485,-80.56234,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1812561,"Alliaria petiolata",0.00710426875,0.5683415,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.84244,-80.64034,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1812593,"Alliaria petiolata",0.0067953875,0.543631,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.52218,-78.59112,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1812713,"Alliaria petiolata",0.001235525,0.098842,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.85323,-78.92629,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,1,1
1812715,"Berberis thunbergii",0.001235525,0.098842,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.85323,-78.92629,1,0,"BETH","BETH",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,1,1
1812735,"Alliaria petiolata",0.001235525,0.098842,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.47281,-81.01357,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,1,1
1812760,"Alliaria petiolata",0.03119700625,2.4957605,"<2.5%     ","<20","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.1611,-80.02968,1,0,"ALPE4","ALPE4",NA,"<20","<20 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,1,0,1,1,2,1
1812795,"Alliaria petiolata",0.00401545625,0.3212365,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",39.32344,-80.46477,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,1,1
1812892,"Alliaria petiolata",0.2143635875,17.149087,"<2.5%     ","20 - 99","Scattered Plants              ","NULL",NA,"David Dick","West Virginia Department of Agriculture",38.88255,-80.85523,1,0,"ALPE4","ALPE4",NA,"20 - 99","11-100 plants",NA,"<2.5%     ",NA,"trace",NA,NA,NA,NA,0,NA,0,2,0,1,1,2,1.5
1821761,"Alliaria petiolata",NA,NA,"low       ",NA,"Scattered Plants              ","NULL",NA,"Shane Sheldon","Appalachian Trail Conservancy",37.38987,-79.91429,0,0,"ALPE4","ALPE4",NA,NA,NA,NA,"low       ",NA,"low",NA,NA,NA,NA,0,NA,0,NA,0,1,1,NA,1
1953221,"Alliaria petiolata",NA,NA,"low       ",NA,"Scattered Plants              ","NULL",NA,"Shane Sheldon","Appalachian Trail Conservancy",37.40415,-79.88943,0,0,"ALPE4","ALPE4",NA,NA,NA,NA,"low       ",NA,"low",NA,NA,NA,NA,0,NA,0,NA,0,1,1,NA,1
1953229,"Berberis thunbergii",NA,NA,"low       ",NA,"Scattered Plants              ","NULL",NA,"Shane Sheldon","Appalachian Trail Conservancy",37.39851,-79.88126,0,0,"BETH","BETH",NA,NA,NA,NA,"low       ",NA,"low",NA,NA,NA,NA,0,NA,0,NA,0,1,1,NA,1
1953241,"Alliaria petiolata",NA,NA,"trace     ",NA,"Scattered Plants              ","NULL",NA,"Shane Sheldon","Appalachian Trail Conservancy",37.43032,-79.75186,0,0,"ALPE4","ALPE4",NA,NA,NA,NA,"trace     ",NA,"trace",NA,NA,NA,NA,0,NA,0,NA,0,1,1,NA,1
1953243,"Berberis thunbergii",NA,NA,"trace     ",NA,"Single Plant                  ","NULL",NA,"Shane Sheldon","Appalachian Trail Conservancy",37.43145,-79.74979,0,0,"BETH","BETH",NA,NA,NA,NA,"trace     ",NA,"trace",NA,NA,NA,NA,0,NA,0,NA,0,1,1,NA,1
1953246,"Alliaria petiolata",NA,NA,"low       ",NA,"Scattered Plants              ","NULL",NA,"Shane Sheldon","Appalachian Trail Conservancy",37.44182,-79.73178,0,0,"ALPE4","ALPE4",NA,NA,NA,NA,"low       ",NA,"low",NA,NA,NA,NA,0,NA,0,NA,0,1,1,NA,1
1953250,"Alliaria petiolata",NA,NA,"low       ",NA,"Scattered Plants              ","NULL",NA,"Shane Sheldon","Appalachian Trail Conservancy",37.47883,-79.68465,0,0,"ALPE4","ALPE4",NA,NA,NA,NA,"low       ",NA,"low",NA,NA,NA,NA,0,NA,0,NA,0,1,1,NA,1
1953251,"Alliaria petiolata",NA,NA,"low-medium",NA,"Scattered Plants              ","NULL",NA,"Shane Sheldon","Appalachian Trail Conservancy",37.47922,-79.68321,0,0,"ALPE4","ALPE4",NA,NA,NA,NA,"low-medium",NA,"low",NA,NA,NA,NA,0,NA,0,NA,0,1,1,NA,1
